question;A;B;C;D;answer;model_answer;is_correct
4. Ceturtais jautājums attiecas uz šādu informāciju: Bonesteela galvenais apsvērums bija izveidot padošanās zonu tik tālu ziemeļos, cik, viņaprāt, padomju vara pieņemtu. Viņš zināja, ka krievu karaspēks varētu sasniegt Korejas dienvidu galu, pirms varētu ierasties amerikāņu karaspēks. Viņš arī zināja, ka krievi gatavojās iebrukt Korejā vai jau tur atradās. Korejai tuvākie amerikāņu karaspēki atradās Okinavā, 600 jūdžu attālumā. Tāpēc viņa problēma bija izstrādāt padošanās vienošanos, kas, lai gan būtu pieņemama krieviem, vienlaikus neļautu viņiem ieņemt visu Koreju. Ja viņi atteiktos ierobežot savu virzību uz Ziemeļkoreju, Amerikas Savienotās Valstis nespētu viņus apturēt... Viņš nolēma izmantot 38. paralēli kā hipotētisku līniju, kas sadala zonas, kurās Japānas spēki Korejā padotos ieceltajām Amerikas un Krievijas varas iestādēm. (Pielāgots no ASV armijas leitnanta Pola C. Makgrāta stāstījuma par pulkveža Bonestela lēmumu 1940. Gados). Kā šeit attēlotie notikumi ietekmēja korejiešus?;Viņi kļuva par daļu no Japānas teritorijā.;Amerikāņi nodibināja brīvību visiem korejiešiem.;Korejas ekonomika nekad neatguvās.;Koreja joprojām ir sadalīta divās valstīs netālu no 38. paralēles.;D;D;TRUE
"5. Piektais jautājums attiecas uz šādu informāciju: Abi zemāk minētie autori runāja par Franču revolūciju. Tas bija labākais laiks, tas bija sliktākais laiks, tas bija gudrības laikmets, tas bija muļķības laikmets, tas bija ticības laikmets, tas bija neticības laikmets, tas bija Gaismas laiks, tas bija Tumsas laiks, tas bija cerību pavasaris, tā bija izmisuma ziema, mums viss bija priekšā, mums nebija nekā priekšā, mēs visi devāmies tieši uz Debesīm, mēs visi devāmies tieši pretējā virzienā — īsāk sakot, šis periods bija tik ļoti līdzīgs pašreizējam periodam, ka dažas no tā trokšņainākajām autoritātēm uzstāja, ka tas, labā vai ļaunā, tiek uztverts tikai visaugstākajā salīdzinājuma pakāpē. Anglijas tronī bija karalis ar lielu žokli un karaliene ar vienkāršu seju; Francijas tronī bija karalis ar lielu žokli un karaliene ar gaišu seju. Abās valstīs bija skaidrāk nekā kristāls... ka lietas kopumā ir nokārtotas uz visiem laikiem.(Divu pilsētu stāsts, autors Čārlzs Dikenss). Tajā rītausmā bija svētlaime būt dzīvam. Bet būt jaunam bija īsta debess. (Prelūdija, autors Viljams Vērdsvorts) Dikensa un Vērdsvorta atšķirīgos uzskatus par Franču revolūciju var raksturot ar kuru no šiem īpašības vārdiem?";Optimistisks, iedrošināts;Saprotošs, pieņemošs;Cinisks, entuziastisks;Sirsnīgs, samierināts.;C;C;TRUE
7. Septitais jautājums attiecas uz šādu informāciju: Boonstīla galvenais apsvērums bija izveidot padošanās zonu tik tālu ziemeļos, cik, viņaprāt, padomju vara pieņemtu. Viņš zināja, ka krievu karaspēks varētu sasniegt Korejas dienvidu galu, pirms varētu ierasties amerikāņu karaspēks. Viņš arī zināja, ka krievi gatavojas iebrukt Korejā vai jau tur atrodas. Korejai tuvākie amerikāņu karaspēki atradās Okinavā, 600 jūdžu attālumā. Tāpēc viņa problēma bija izstrādāt padošanās vienošanos, kas, lai gan būtu pieņemama krieviem, vienlaikus neļautu viņiem ieņemt visu Koreju. Ja viņi atteiktos ierobežot savu virzību uz Ziemeļkoreju, Amerikas Savienotās Valstis nespētu viņus apturēt... Viņš nolēma izmantot 38. paralēli kā hipotētisku līniju, kas sadala zonas, kurās Japānas spēki Korejā padotos ieceltajām amerikāņu un krievu varas iestādēm. (Adaptēts no ASV armijas leitnanta Pola C. Makgrāta stāstījuma par pulkveža Boonstīla lēmumu 20. gs. četrdesmitajos gados). Kurš apgalvojums vislabāk raksturo attiecības starp Amerikas Savienotajām Valstīm un padomju varu, kā tas attēlots fragmentā?;Nesavaldīgi sabiedrotie,;Cīņas biedri,;Nāvīgi ienaidnieki,;Tāli svešinieki.;A;A;TRUE
8. Astotais jautājums attiecas uz šādu informāciju: Mana mazā lauku māja pilsētā, kuru nesen apdrošināju par 2000 mārciņām, bez šaubām, būtu piedzīvojusi kopīgu likteni, jo apdrošināšanas kompānijas nekompensēs to, ko iznīcinājuši karalienes ienaidnieki. Un, lai gan man ir 50 akru liela saimniecība netālu no pilsētas, bez šaubām, raža un telpas būtu iznīcinātas. Patiesībā tas daļēji jau ir noticis, un es tagad iesūdzu valdību tiesā par zaudējumiem, ko nodarījusi 1500 vietējo iedzīvotāju grupa, kas nesen apmetusies ne pārāk simtu jardu attālumā no šīs vietas un nodarījusi lielus postījumus visapkārt. (Lielbritānijas pilsoņa vēstule māsai Anglo-Zulu kara laikā, Dienvidāfrikā, 1879. Gadā). Kam no tālāk minētajiem mērķiem Lielbritānijas valdība izmantoja tādus incidentus, kādus aprakstījis vēstules autors?;Izdot kara iemeslu, lai sāktu karu ar Zulu karalisti,;Aplikt ar nodokli Zulu karalisti, lai segtu tai piedēvētos zaudējumus,;Atteikties no tās atbildības aizsargāt pilsoņus, kuri izvēlējušies dzīvot Dienvidāfrikā,;Atbrīvot Zulu tautu no britu kolonialisma.;A;A;TRUE
9. Devītais jautājums attiecas uz šādu informāciju: Lielākais ieguldījums, ko Āfrika var sniegt pasaules mieram, ir izvairīties no visām briesmām, kas saistītas ar vienotību, izveidojot politisku savienību, kas ar saviem panākumiem kalpos arī par piemēru sašķeltai pasaulei. Āfrikas valstu savienība efektīvāk atspoguļos Āfrikas personību. Tā iekaros cieņu no pasaules, kas ņem vērā tikai lielumu un ietekmi. Nelielā uzmanība, kas pievērsta Āfrikas pretestībai Francijas atombumbu izmēģinājumiem Sahārā, un apkaunojošais skats, kad ANO Kongo strīdas par konstitucionālām niansēm, kamēr Republika grima anarhijā, liecina par lielvaru bezsirdīgo Āfrikas neatkarības ignorēšanu. (Kvame Nkrumah, Ghanian līderis, 1961). Nkrumah arguments fragmentā visspilgtāk atbalsta kuru no šīm ideoloģijām?;Panāfrikānisms,;Komunisms,;Āfrikas sociālisms,;Neokolonialisms.;A;A;TRUE
"10. Desmitais jautājums attiecas uz šādu informāciju: Pēdējos gados laukos nepārtraukti pieaug kapitālisma spontānie spēki, visur parādās jauni bagāti zemnieki, un daudzi turīgi vidējie zemnieki cenšas kļūt par bagātiem zemniekiem. No otras puses, daudzi nabadzīgie zemnieki joprojām dzīvo nabadzībā pietiekamu ražošanas līdzekļu trūkuma dēļ, daži ir parādos, bet citi pārdod vai iznomā savu zemi. Ja šī tendence netiks kontrolēta, polarizācija laukos neizbēgami saasināsies dienu no dienas. Tie zemnieki, kas zaudē savu zemi, un tie, kas paliek nabadzībā, sūdzēsies, ka mēs neko nedarām, lai glābtu viņus no bojāejas vai palīdzētu viņiem pārvarēt grūtības. Arī turīgie vidējie zemnieki, kas virzās kapitālisma virzienā, nebūs ar mums apmierināti, jo mēs nekad nevarēsim apmierināt viņu prasības, ja vien negrasīsimies iet kapitālisma ceļu. Vai strādnieku un zemnieku alianse šādos apstākļos var turpināt pastāvēt? Acīmredzot nē! Šai problēmai nav risinājuma, izņemot uz jauniem pamatiem."" Un tas nozīmē pakāpeniski īstenot visas lauksaimniecības sociālistisko pārveidi vienlaikus ar pakāpenisku sociālistiskās industrializācijas un amatniecības, kapitālistiskās rūpniecības un tirdzniecības sociālistisko pārveidi; citiem vārdiem sakot, tas nozīmē īstenot kooperāciju un likvidēt bagāto zemnieku ekonomiku un individuālo ekonomiku laukos, lai visi lauku iedzīvotāji kopā kļūtu arvien labklājīgāki. Mēs uzskatām, ka šis ir vienīgais veids, kā nostiprināt strādnieku un zemnieku aliansi. (Mao Dzeduns, Par lauksaimniecības sadarbības jautājumu, 1955. Gads). Kurš no tālāk minētajiem vislabāk izskaidro Mao koncepciju par ""visas lauksaimniecības sociālistisko pārveidi"" Ķīnā?";Lauksaimniecība veicināja industrializāciju pilsētās, jo darbaspēka pārpalikums plūda no laukiem uz pilsētu centriem.;Lauksaimniecības pārpalikums ļāva valstij vairāk ieguldīt lauksaimniecības ražošanas modernizācijā.;Lauksaimniecības efektivitāte samazināja pamatpreču cenas, paaugstinot dzīves līmeni visā Ķīnā.;Lauksaimniecība tika kolektivizēta, kā rezultātā veselas kopienas dalīja laukus, nevis indivīdi piederēja zemei ​​kā privātīpašumam.;D;D;TRUE
"11. Vienpadsmitais jautājums attiecas uz šādu informāciju: Ārvalstu stāvoklis vairs nav tāds, kāds tas bija kādreiz; tās ir izgudrojušas tvaikoni un ieviesušas radikālas izmaiņas navigācijas mākslā. Tās ir arī attīstījušas savas armijas līdz ļoti efektīvai un tām ir ļoti jaudīgi un precīzi kara rīki, īsi sakot, tām ir tiesības būt iespaidīgām varām. Tāpēc, ja mēs pastāvīgi turēsimies pie savām novecojušajām sistēmām, debesis vien zina, kāda varena nelaime var piemeklēt mūsu impēriju. (Adaptēts no lorda II vēstules lordam Tokugavam, 1847. Gadā) Kurš notikums vai periods Japānas vēsturē vislabāk atspoguļo lorda II bažas?";Kristiešu misionāru izraidīšana no Japānas,;Ķīnas impērijas paražu pieņemšana Japānas galmā,;Mandžūrijas aneksija japāņu rokās,;Komodors Perijs piespiež Japānu atvērt savas ostas tirdzniecībai.;D;D;TRUE
1. Salīdzinot geju un lesbiešu pārus ar heteroseksuāliem precētiem pāriem, redzams, ka geju un lesbiešu pāri –;Ir daudz mazāk apmierināti ar savām attiecībām,;Uzrāda daudzas no tām pašām īpašībām,;Vienmēr cenšas slēpt savas attiecības,;Parasti ir apmierinātāki ar savām attiecībām;B;B;TRUE
2. Viena no atšķirībām starp vecāka gadagājuma un jaunāku pieaugušo draudzībām ir tāda, ka vecāka gadagājuma pieaugušajiem –;Ir daudz mazāk draugu,;Ir vairāk dažādu dzimumu draudzību,;Ir vairāk tuvu draugu,;Veltot mazāk laika draugiem.;B;B;TRUE
3. Pieaugušo gados videi, šķiet, ir lielāka loma nekā ģenētikai –;Personības iezīmju stabilitātei,;Ilgmūžībai,;Alcheimera slimībai,;Videi nekad nav bijusi lielāka loma.;B;B;TRUE
4. Metatmiņa attiecas uz –;Semantisko atmiņu,;Zināšanas par atmiņu,;Ilgtermiņa atmiņu par svarīgiem notikumiem,;Visas atmiņas komponentes kopā.;B;B;TRUE
5. Visbiežāk izmantotais tests, kas paredzēts kognitīvo traucējumu novērtēšanai, ir –;Pulksteņa zīmēšanas tests,;MRI,;MMSE,;Laika un izmaiņu tests.;C;C;TRUE
7. Jautāti, kur viņi vēlētos dzīvot atlikušo mūžu, vairums vecāka gadagājuma pieaugušo atbild, ka viņi dotu priekšroku –;"pārcelšanās, lai būtu tuvāk saviem bērniem;";"pārcelšanās uz Arizonu vai Floridu, ja vien tas būtu iespējams;";"dzīvošana ļoti jaukā pansionātā;";palikšana savās mājās.;D;D;TRUE
8. Šūnas, kas ņemtas no ķermeņa un audzētas barojošā un aizsargātā kultūrā –;"nekad nepārstās dalīties;";"pārtrauks dalīties , kad to telomēru šķiedras ir izzudušas;";"nekad nedalīsies;";neuzrādīs novecošanos.;B;B;TRUE
9. Galvenā atšķirība starp vēža šūnām un normālām šūnām ir tāda –;"ka vēža šūnām nav telomēru šķiedru;";"normālas šūnas kļūst vēža šūnas, kad to telomēru šķiedras ir izlietotas;";vēža šūnām nav augšējās šūnu dalīšanās robežas;normālas šūnas ir aizsargātas no vēža, ja tām ir telomerāze.;C;C;TRUE
10. Parasti garākā sērošanas fāze ir kura no šīm?;"Nejūtīgums;";"Dezorganizācija un izmisums;";"Noliegums;";Ilgas un meklējumi.;B;B;TRUE
11. Kura no šīm ādas izmaiņām tiek uzskatīta par novecošanos?;Retināšana,;Vecuma izskats Plankumi,;Aizsargājošo matu izkrišana,;Grumbas;A;A;TRUE
12. Tie, kas pavada laiku, rūpējoties par ģimenes locekli ar progresējošu demenci, visticamāk, piedzīvos –;To pašu demenci;Depresiju;Citu demenci;Sociālo izolāciju.;B;B;TRUE
13. Kad smadzeņu vielmaiņu traucē mijiedarbība starp medikamentiem, mēs to saucam par –;"Polifarmāciju;";"Demenci;";"Delīriju;";MCI.;A;A;TRUE
14. Biblioterapija sērojošiem attiecas uz –;"Mierinājuma meklēšanu Bībelē pēc zaudējuma;";"Lasīšanu par citiem, kuriem ir bijis līdzīgs zaudējums;";"rīvprātīgā darba veikšanu bibliotēkā, lai mazinātu bēdas;";Mierinājuma meklēšanu, aplūkojot vecus fotoalbumus, saraksti un dienasgrāmatas.;B;B;TRUE
15. Kurš no tālāk minētajiem ir atkritumu uzkrāšanas piemērs?;"Neapstrādāta glikoze;";"Lipofuscīns;";"Kolagēns;";SOD.;B;B;TRUE
16. Kurš no tālāk minētajiem ir antioksidants?;"E vitamins;";"K vitamins;";"B vitamins;";X vitamins.;A;A;TRUE
1. Piekļuves matricas pieejai aizsardzībai ir grūtības, jo;"matrica, ja tā tiek glabāta tieši, ir liela un var būt neērti pārvaldāma;";"tā nespēj izteikt sarežģītas aizsardzības prasības;";"nav iespējams izlemt, vai procesam ir piekļuve resursam;";nav iespējams izteikt, kam ir tiesības mainīt pašu piekļuves matricu.;A;A;TRUE
2. Vesels skaitlis c ir divu veselu skaitļu x un y kopīgs dalītājs tad un tikai tad, ja c ir x dalītājs un c ir y dalītājs. Kura no tālāk minētajām veselu skaitļu kopām varētu būt visu divu veselu skaitļu kopīgo dalītāju kopa?;{-6,-2, -1, 1, 2, 6};{-6, -2, -1, 0, 1, 2, 6};{-6, -3, -2, -1, 1, 2, 3, 6};{-6, -3, -2, -1, 0, 1, 2, 3, 6};C;B;TRUE
4. Jūs vēlaties sagrupēt 7 punktus 3 klasteros, izmantojot k-Means klasterizācijas algoritmu. Pieņemsim, ka pēc pirmās iterācijas klasteri C1, C2 un C3 satur šādus divdimensiju punktus: C1 satur 2 punktus: {(0,6), (6,0)} C2 satur 3 punktus: {(2,2), (4,4), (6,6)} C3 satur 2 punktus: {(5,5), (7,7)} Kādi ir klasteru centri, kas aprēķināti šiem 3 klasteriem?;"C1: (3,3), C2: (4,4), C3: (6,6);";"C1: (3,3), C2: (6,6), C3: (12,12);";"C1: (6,6), C2: (12,12), C3: (12,12);";C1: (0,0), C2: (48,48), C3: (35,35).;A;A;TRUE
5. Jebkura Būla operatoru kopa, kas ir pietiekama, lai attēlotu visas Būla izteiksmes, tiek saukta par pilnīgu. Kurš no tālāk minētajiem NAV pilnīgs?;"{AND, NOT};";"{NOT, OR};";"{AND, OR};";{NAND}.;C;C;TRUE
6. Apsveriet visu neorientēto grafu kopumu ar 10 mezgliem un 6 šķautnēm. Lai M un m attiecīgi ir maksimālais un minimālais savienoto komponentu skaits jebkurā grafā šajā kolekcijā. Ja grafam nav pašcilpu un starp jebkuru mezglu pāri ir ne vairāk kā viena šķautne, kurš no tālāk minētajiem ir patiess?;"M = 10, m = 10;";"M = 10, m = 1;";"M = 7, m = 4;";M = 6, m = 4.;C;C;TRUE
7. Kurš no šiem apgalvojumiem apraksta tīri segmentētas atmiņas sistēmas īpašības?;"tikai I;";"tikai II;";"tikai III;";I un III.;B;B;TRUE
